ID,Limite_Credito,Sexo,Educacion,Estado_Civil,Edad,Pago_Mes_Actual,Pago_Mes_2,Pago_Mes_3,Factura_Mes_1,Factura_Mes_2,Factura_Mes_3,Pago_Realizado_Mes_1,Pago_Realizado_Mes_2,Pago_Realizado_Mes_3,Incumplimiento
17710,410000,2,1,1,34,1,-2,-2,0,0,0,0,0,0,0
17711,190000,2,1,1,43,2,0,0,191869,193660,174848,7305,6099,4793,0
17712,220000,2,1,1,36,0,0,0,184765,190691,206000,9000,20000,0,0
17713,90000,2,2,2,44,2,2,2,15089,17023,18451,2500,2000,0,1
17714,120000,2,1,2,30,0,0,0,170263,157881,160796,5520,5700,5815,0
17715,10000,2,3,2,50,3,2,2,600,600,600,0,0,0,1
17716,500000,2,1,1,50,0,0,0,378981,372392,353719,20002,16023,13009,0
17717,120000,2,2,1,51,-1,-1,0,4777,60332,60702,62462,2299,1919,0
17718,120000,2,2,1,50,0,0,2,38261,58084,33018,23000,0,10076,0
17719,220000,2,1,1,51,-1,-1,-1,2262,2255,8105,2276,8117,0,1
17720,240000,2,2,1,50,-1,-1,-1,978,193,386,193,386,386,0
17721,150000,2,1,2,36,1,-1,-1,0,990,0,990,0,234,0
17722,500000,2,1,1,50,-1,-1,-1,21794,12574,12608,12610,12694,0,0
17723,150000,2,1,1,50,-1,-1,-2,6350,0,0,0,0,0,0
17724,60000,2,2,1,49,0,0,0,58928,59446,56761,2500,2300,1547,0
17725,30000,2,3,1,50,2,2,2,29468,29688,28919,1000,159,28426,1
17726,320000,2,2,1,53,0,0,0,319711,33589,34608,3000,3000,6000,0
17727,470000,2,1,1,61,-2,-2,-2,228,5215,3161,5241,3176,766,0
17728,440000,2,1,2,51,0,-1,-1,26106,8999,0,8999,0,0,0
17729,50000,2,2,1,51,0,0,2,44664,48028,46985,4110,0,4600,0
17730,220000,2,2,1,51,0,0,0,36022,12838,8605,3010,3040,1000,0
17731,360000,2,1,1,54,1,-2,-2,0,0,0,0,0,2580,0
17732,90000,2,3,1,58,-2,-2,-2,5563,0,0,0,0,0,0
17733,50000,2,3,2,60,2,2,2,46554,50774,49551,5000,0,2300,1
17734,50000,2,2,1,56,0,0,0,50586,46993,33136,2000,2000,2000,0
17735,290000,2,3,1,58,1,2,2,68445,66757,76983,0,12000,0,0
17736,350000,2,2,1,50,0,0,0,263390,267494,205636,10532,9219,8797,1
17737,110000,2,3,1,52,1,2,0,23969,11137,16401,0,6000,7000,0
17738,40000,2,2,1,53,0,0,2,4621,6527,7776,2150,1500,0,1
17739,50000,2,3,1,59,1,-2,-2,-639,-639,-1800,0,900,1800,1
17740,110000,2,1,1,55,-1,2,2,632,316,0,0,0,948,0
17741,360000,2,3,1,70,-1,-1,2,1960,732,735,800,3,0,0
17742,200000,2,3,2,63,-1,3,2,632,632,316,0,0,316,1
17743,140000,2,2,2,53,0,0,0,8068,9446,13271,1535,5004,1451,0
17744,80000,2,2,2,61,1,-2,-2,0,0,0,0,0,0,1
17745,260000,2,2,1,56,0,0,-2,2338,0,0,0,0,0,0
17746,340000,2,1,1,56,-1,-1,-1,5610,5399,12347,5399,12353,8619,1
17747,30000,2,2,1,58,1,2,2,11223,10746,13545,0,2993,500,1
17748,30000,2,3,1,54,2,2,2,22147,24770,26068,3000,2000,3500,0
17749,440000,2,3,1,50,0,0,0,250825,167091,144804,10043,8608,25031,0
17750,10000,2,3,1,52,-1,2,2,2465,3475,4366,1200,1100,0,0
17751,230000,2,2,1,55,0,0,0,7302,4561,5975,2001,2001,6018,0
17752,50000,2,3,1,61,-1,-1,-2,2020,0,0,0,0,0,0
17753,150000,2,2,3,54,0,0,0,138765,135287,140600,4772,6427,4951,0
17754,330000,2,3,1,55,0,0,0,21333,25915,25036,5000,5200,6000,0
17755,370000,2,3,2,50,-1,0,-1,48303,129317,1364,124174,2000,0,0
17756,130000,2,3,2,53,0,0,0,101156,100184,99001,3615,4700,3200,0
17757,10000,2,3,1,51,3,2,2,2400,2400,2400,0,0,0,1
17758,360000,2,2,1,54,0,0,0,277688,271867,272796,10450,10414,11330,0
17759,20000,2,3,1,61,1,-2,-2,0,0,0,0,0,0,1
17760,180000,2,3,2,52,0,0,0,173065,171015,162516,5902,7693,5464,0
17761,80000,2,3,1,62,0,0,0,36088,37257,36288,2100,2100,2400,0
17762,50000,2,2,1,55,2,0,0,41696,41768,42561,1674,2079,2001,1
17763,150000,2,1,2,64,1,2,0,157231,153171,148994,3,6103,3220,0
17764,30000,2,3,1,56,1,3,2,25158,24466,24087,0,300,2500,0
17765,50000,2,3,1,52,0,0,0,5976,6405,6828,2000,2000,1004,0
17766,20000,2,2,3,56,0,0,0,17977,19194,18405,3000,1000,400,0
17767,130000,2,3,2,55,0,0,0,116336,121544,128243,10063,20000,10009,0
17768,320000,2,3,2,53,0,0,0,188373,281060,261698,276698,11020,11000,0
17769,300000,2,3,1,62,-2,-2,-2,0,0,0,0,0,0,0
17770,330000,2,1,1,53,0,0,0,304922,292517,211831,14000,7507,6000,0
17771,50000,2,2,2,53,0,0,0,51320,50602,50095,1952,1979,1495,0
17772,70000,2,3,2,60,0,0,0,10083,11091,12117,1184,1210,1218,0
17773,70000,2,3,3,58,0,0,0,70012,67714,68412,2418,2500,2456,0
17774,100000,2,3,1,58,0,0,0,96821,98389,97831,3589,3656,3677,0
17775,110000,2,2,1,54,2,2,2,95090,94938,91453,3400,0,3290,1
17776,100000,2,2,1,58,2,2,2,86654,87851,85594,3500,0,3300,1
17777,160000,2,3,1,53,1,-2,-1,0,0,3613,0,3613,0,0
17778,70000,2,3,2,55,0,0,0,4664,5680,6703,1100,1123,1273,0
17779,60000,2,2,1,59,4,4,4,54506,56998,59111,4000,3601,2000,0
17780,80000,2,2,1,61,0,0,0,74156,73878,64656,3000,2506,3008,0
17781,100000,2,3,1,60,-1,-1,3,2178,4944,4709,7300,0,0,0
17782,230000,2,1,1,66,1,-2,-2,0,0,0,0,0,0,1
17783,60000,2,3,3,64,0,0,-1,15463,14046,218,1410,218,12723,0
17784,160000,2,2,1,58,-1,-1,-1,1443,1443,1443,1443,1443,1443,0
17785,30000,2,2,1,55,0,0,0,13532,14647,15525,1647,1525,0,1
17786,310000,2,1,1,62,2,2,2,327289,323125,308878,12500,2100,22053,0
17787,60000,1,2,1,46,0,0,0,57487,59228,60040,2706,3004,1475,0
17788,50000,1,2,1,64,2,3,2,28433,27682,28403,0,1459,0,0
17789,140000,1,3,1,58,2,0,0,98985,98702,96753,4520,4034,5050,0
17790,20000,1,2,2,27,-1,2,-1,780,390,390,0,390,0,0
17791,10000,1,2,2,38,1,-2,-2,-58,-58,-58,0,0,7300,0
17792,80000,1,2,2,29,-1,0,0,10278,5991,4457,1085,1000,75743,0
17793,50000,1,3,2,24,0,0,0,40751,30786,30285,1627,3053,2005,0
17794,160000,2,2,1,51,2,0,0,65312,67610,69908,4000,4000,10000,1
17795,500000,2,1,2,51,1,-2,-2,0,0,0,0,0,0,0
17796,470000,2,2,1,54,1,2,0,358581,351295,358671,0,13033,14800,0
17797,210000,2,1,1,54,-1,-1,-1,1494,6545,11755,6555,11800,5818,0
17798,50000,1,3,2,23,-1,-1,2,1789,4249,4038,2500,0,1500,1
17799,30000,1,1,2,24,2,0,0,29015,27080,25933,1400,1800,1100,1
17800,50000,1,1,2,23,0,0,0,18666,15554,17159,2000,2000,1500,0
17801,80000,1,1,2,24,0,0,0,77225,75429,71977,3649,2502,2205,0
17802,30000,1,2,1,23,2,2,2,27172,28224,29276,1800,1800,150,1
17803,80000,1,5,2,24,0,0,0,52991,50195,44410,2121,2358,3123,0
17804,150000,1,1,2,28,-2,-2,-2,5797,434,11021,436,11086,6284,0
17805,170000,1,2,2,27,0,0,0,169106,141998,134212,5000,5508,5915,0
17806,220000,1,2,2,30,-2,-2,-2,15872,19053,19303,20066,20063,20057,0
17807,30000,1,2,2,35,2,0,0,18915,20290,24727,2000,5100,0,1
17808,100000,1,2,2,23,-1,-1,-1,291,291,291,291,291,291,0
17809,10000,1,2,2,24,3,2,2,1050,1050,1050,0,0,0,1
17810,140000,1,2,2,24,-1,-1,-1,6312,-148,8431,0,8579,11034,1
17811,50000,1,2,2,24,1,2,2,25932,24924,22599,1800,0,2700,0
17812,20000,1,2,2,22,0,0,0,8785,8134,9992,1142,2000,1000,0
17813,10000,1,2,2,22,1,2,2,6829,6571,8950,0,2500,0,1
17814,50000,1,2,2,24,0,0,0,49989,48512,43701,1800,2000,1118,0
17815,10000,1,3,2,22,1,-1,0,0,7492,8589,7492,1224,1000,0
17816,30000,1,2,2,23,0,0,0,30620,30432,30263,2000,2500,1200,0
17817,50000,1,2,2,23,0,0,0,49283,48570,49362,1781,3264,1400,0
17818,100000,1,2,2,24,0,0,0,87478,88627,92187,3500,5000,5000,1
17819,20000,1,3,2,24,0,0,0,18661,17895,19598,1400,2000,1000,0
17820,20000,1,2,2,25,0,0,0,17584,20000,0,3000,0,0,0
17821,100000,1,2,2,25,0,0,-1,49199,48285,390,1000,390,390,0
17822,50000,1,2,2,25,1,2,0,15491,15934,17168,1000,1500,1500,1
17823,100000,1,1,2,24,-1,0,0,33921,34920,36030,1563,1673,1816,0
17824,30000,1,3,2,25,2,0,0,23421,24228,25331,1500,1500,1439,1
17825,50000,1,2,1,25,0,0,0,42238,43259,35307,1807,1405,1366,1
17826,50000,1,2,2,25,-2,-2,-2,-1587,-5174,-2587,0,0,0,1
17827,50000,1,1,2,25,0,0,0,60200,61600,71000,2000,10000,2000,0
17828,50000,1,5,2,23,0,0,0,42407,13244,48845,7275,47166,12064,0
17829,50000,1,1,2,25,0,0,0,48848,48208,48265,1845,1967,1400,0
17830,50000,1,2,2,25,0,0,0,50547,49480,50643,1900,2000,2000,0
17831,380000,1,2,2,26,0,0,0,64900,43514,10626,2600,1626,312,0
17832,50000,1,1,2,24,2,0,0,5524,6474,8896,1500,2700,0,1
17833,30000,1,2,2,24,2,4,3,31529,30752,29991,0,0,0,0
17834,150000,1,2,1,25,-1,-1,-1,890,-180,101,0,281,600,0
17835,180000,1,2,2,25,0,0,0,12891,14275,15737,1600,2000,1500,0
17836,80000,1,3,2,26,0,0,0,79558,81906,76228,3694,3470,3305,1
17837,110000,1,2,2,24,2,2,2,98428,101402,104878,5500,6600,3700,1
17838,30000,1,3,2,25,0,0,0,23075,23996,25407,2000,2500,3000,0
17839,110000,1,2,2,25,0,0,2,23459,27157,26549,4000,0,9000,1
17840,280000,1,2,2,26,0,-1,-1,51951,25360,6183,25486,6213,262,0
17841,10000,1,2,2,23,0,0,-1,5583,8959,4408,5000,7000,5000,1
17842,10000,1,2,2,23,-1,-1,-1,1473,1863,0,1863,0,390,0
17843,20000,1,2,2,24,2,2,2,16239,16276,16715,600,1000,2200,0
17844,170000,1,2,2,26,0,0,0,85914,78411,57061,10050,5050,6000,0
17845,20000,1,3,2,26,3,3,2,21667,21081,19661,0,25,2000,1
17846,130000,1,2,2,22,0,0,0,120479,98341,132260,5601,103012,3965,0
17847,200000,1,1,2,26,2,2,2,196979,200055,202494,7800,7500,0,1
17848,250000,1,2,2,26,0,0,0,115497,114716,117212,3835,4068,3859,0
17849,80000,1,2,2,27,0,0,0,48329,45920,47186,5004,5013,5000,0
17850,180000,1,1,2,27,-1,0,0,3210,13852,6482,12000,5004,1000,0
17851,120000,1,2,2,28,0,0,0,70124,71355,72962,3000,2830,1600,0
17852,20000,1,2,2,26,1,2,2,16167,15615,18047,0,3000,0,0
17853,150000,1,1,2,26,0,0,0,26443,27996,28963,2000,2000,2000,0
17854,190000,1,2,2,26,-1,0,0,2204,3479,4886,1800,1797,1785,0
17855,210000,1,1,2,27,0,0,0,42585,43304,45622,8000,5000,4000,0
17856,180000,1,2,2,27,0,0,0,147310,152047,143809,7503,30018,4011,0
17857,50000,1,2,2,28,0,0,0,48431,45008,40226,1700,2000,1700,0
17858,140000,1,1,2,25,0,0,0,92465,93536,96820,3500,4790,3092,0
17859,80000,1,2,2,26,-2,-2,-2,2970,-10,-10,0,0,0,0
17860,80000,1,2,2,27,0,0,0,81752,80638,45240,3069,2500,2000,1
17861,80000,1,2,2,25,2,0,0,76915,78270,79693,3149,3039,1550,0
17862,20000,1,2,2,28,0,0,0,8723,10265,12086,2000,2000,1600,0
17863,10000,1,2,1,26,3,2,2,2400,2400,2400,0,0,0,1
17864,30000,1,2,2,26,1,3,2,14773,14252,13738,0,0,2226,1
17865,240000,1,1,2,27,-1,-1,-1,19365,1928,4879,5534,4879,11650,0
17866,50000,1,2,2,28,1,-1,0,-727,50268,50860,53860,3000,5000,0
17867,90000,1,2,2,26,-1,2,-1,481,1149,39674,1000,39674,1200,1
17868,60000,1,1,2,28,-1,0,0,40784,41723,42665,2001,2001,1690,0
17869,100000,1,2,2,28,0,0,0,9125,10664,12183,2000,2000,2000,1
17870,120000,1,1,2,28,-1,-1,-1,4660,5929,1774,6074,1774,119366,0
17871,10000,1,2,1,28,0,0,0,1474,2641,3745,1196,1300,1000,0
17872,70000,1,2,2,28,1,2,2,26357,27223,27492,1600,1000,2000,1
17873,60000,1,1,2,28,0,0,0,26129,30544,21712,5000,2000,2000,0
17874,130000,1,1,2,29,0,0,-2,120000,0,0,0,0,0,0
17875,30000,1,3,1,30,3,2,2,2400,2400,2400,0,0,0,1
17876,360000,1,1,2,30,-1,-1,-1,2020,28057,6085,28057,6179,90872,0
17877,80000,1,2,2,30,0,0,-1,31299,37446,539,20000,539,16673,0
17878,20000,1,2,2,27,0,0,0,15993,17016,18356,1600,1621,1293,0
17879,50000,1,2,2,28,0,0,0,8608,10300,12711,2000,2900,0,0
17880,80000,1,3,2,27,1,-2,-2,0,0,0,0,0,0,1
17881,150000,1,1,1,27,-1,-1,-1,390,0,780,0,780,0,0
17882,60000,1,2,2,27,0,0,0,26437,27741,28465,1701,1425,3000,0
17883,220000,1,2,2,28,0,0,0,59247,60200,60360,6000,3037,4000,0
17884,10000,1,3,2,23,0,0,0,5807,6974,7838,1270,1134,1298,0
17885,50000,1,2,2,26,2,0,0,49586,49865,41132,2268,2200,1917,0
17886,50000,1,1,2,26,0,0,0,48924,48593,49459,2200,2200,1890,0
17887,220000,1,1,2,28,0,0,0,22399,24203,24081,3000,2000,2000,0
17888,450000,1,1,2,29,1,-2,-2,1261,1261,1261,1261,1261,1261,0
17889,240000,1,2,1,33,1,2,2,172618,174842,141471,6765,0,2000,0
17890,500000,1,2,2,29,0,0,0,39345,40382,40740,2014,4135,3256,0
17891,170000,1,1,2,28,0,0,0,56061,57179,58450,2051,2197,1934,0
17892,100000,1,2,2,29,2,0,0,43531,45103,45779,2600,2200,2200,1
17893,60000,1,1,2,29,-1,-1,2,816,2440,1444,2440,0,1000,0
17894,200000,1,1,2,30,-1,-1,-1,6589,3423,2785,3449,2798,54271,0
17895,200000,1,2,2,27,2,0,0,189605,191628,180604,14635,10019,8029,1
17896,20000,1,1,2,28,0,0,0,3202,4978,7720,2000,3000,2500,0
17897,40000,1,2,2,27,1,3,2,41520,40568,39620,0,7,2500,1
17898,110000,1,1,2,27,0,0,0,87487,90120,93661,5000,5000,5000,0
17899,10000,1,2,1,27,0,0,0,10128,9859,9607,1151,1160,1151,0
17900,100000,1,2,2,28,0,0,0,32480,33237,34300,1600,1600,1901,0
17901,50000,1,2,2,28,1,2,2,52753,51400,0,0,0,0,0
17902,30000,1,3,2,28,0,0,0,11064,10030,9019,1159,1159,1000,0
17903,30000,1,2,2,28,1,-2,-2,0,0,0,0,0,0,0
17904,50000,1,2,1,29,3,2,2,400,400,400,0,0,0,0
17905,20000,1,3,2,29,1,2,0,5957,4909,5865,0,2000,13500,1
17906,50000,1,2,2,30,0,0,0,26666,21062,6495,2000,2000,1000,0
17907,60000,1,2,2,28,2,2,2,61743,62197,59892,2800,0,3000,1
17908,50000,1,2,2,32,-1,-1,2,1473,5486,3787,5486,0,1000,1
17909,130000,1,3,1,34,2,2,2,69388,70650,71933,3000,3000,0,1
17910,20000,1,2,2,25,0,0,2,14193,16489,15936,2850,0,2355,1
17911,100000,1,2,2,28,2,0,0,58566,56770,56300,5100,2825,5000,1
17912,20000,1,2,1,38,0,0,0,8337,11191,12219,3000,1210,2000,1
17913,150000,1,3,2,44,0,0,0,151009,148047,147851,6913,5937,6500,0
17914,70000,1,1,2,33,0,0,0,62615,63845,65443,2870,3224,1680,0
17915,250000,1,1,1,40,0,0,0,7351,6225,3645,3039,2000,1000,0
17916,50000,1,3,1,32,2,2,3,38023,39589,40160,2500,1500,1600,1
17917,90000,1,2,1,34,0,0,0,86371,85679,87036,3073,3700,3374,1
17918,90000,1,2,2,32,0,0,0,73814,73132,67854,3700,4100,3900,0
17919,120000,1,1,2,33,2,2,2,87310,89273,91057,4300,4100,3300,1
17920,240000,1,2,2,25,0,0,-2,24640,0,0,1700,0,0,0
17921,50000,1,2,2,25,0,0,0,43785,38971,34836,1795,1660,1272,1
17922,100000,1,2,1,29,2,2,2,81839,82781,85536,3200,5000,6800,1
17923,390000,1,3,1,49,0,0,0,282849,281836,284397,12000,13000,12000,0
17924,50000,1,3,1,36,2,0,0,47097,46006,36272,1796,1284,1060,1
17925,40000,1,2,1,44,2,2,2,24262,26640,25927,3100,0,2700,1
17926,190000,1,2,1,38,0,0,0,194670,194690,189950,9000,8400,8800,0
17927,10000,1,2,1,40,3,2,2,1050,1050,1050,0,0,0,1
17928,10000,1,2,1,44,0,0,2,6696,9080,8794,2668,0,1192,0
17929,180000,1,1,2,30,-1,-1,-1,4027,2130,25770,2130,25770,11475,0
17930,230000,1,2,2,31,0,0,0,170041,174811,177733,9800,6418,8000,0
17931,20000,1,2,2,31,0,0,0,12214,13694,16660,2000,3200,0,0
17932,230000,1,2,2,32,2,0,0,253935,237858,242378,10183,10057,19000,1
17933,200000,1,1,2,32,0,0,0,190530,194796,194205,9000,9000,8000,0
17934,470000,1,1,2,34,0,0,0,57566,55340,43455,5344,3457,1520,0
17935,150000,1,1,3,45,0,0,0,108434,111178,32220,3000,1300,1300,0
17936,70000,1,3,1,37,0,0,0,71742,70978,70949,2721,2714,2632,0
17937,50000,1,2,2,37,0,0,0,49473,48970,46220,2314,2261,2500,0
17938,80000,1,1,2,35,0,0,-1,75734,93507,78716,20000,79239,2516,0
17939,330000,1,1,1,40,0,0,0,309055,314927,322077,12500,13306,6000,0
17940,140000,1,2,2,33,0,0,0,133336,134483,131805,5000,5000,4005,0
17941,70000,1,2,2,44,2,2,2,43314,44325,45375,2025,2051,0,1
17942,280000,1,2,2,32,0,0,0,35038,36558,39070,2000,3000,2000,0
17943,150000,1,3,2,30,0,0,0,80220,47272,141568,3095,135332,2848,0
17944,80000,1,2,1,35,0,0,0,79875,77201,78535,4000,3500,3322,0
17945,120000,1,1,1,42,0,0,2,7722,9591,10687,2000,1400,1700,1
17946,50000,1,2,1,45,0,0,0,14488,15798,16867,1558,1627,1519,0
17947,230000,1,2,1,43,0,0,0,3472,4053,4503,1061,1275,1000,0
17948,160000,1,2,2,36,1,-2,-2,0,0,0,0,0,0,0
17949,50000,1,3,2,37,0,0,0,28951,29631,29177,1765,1653,1400,0
17950,100000,1,3,1,49,0,0,0,82214,74983,71958,2659,2656,2372,0
17951,200000,1,2,1,43,2,3,2,94529,92126,94772,0,5000,0,1
17952,170000,1,2,1,36,1,2,0,158954,139482,139869,7,6513,6548,0
17953,50000,1,2,1,43,0,0,0,25387,25435,23268,1374,1418,1295,0
17954,200000,1,3,1,46,-2,-2,-2,0,0,0,0,0,0,0
17955,200000,1,2,1,39,-1,-1,-1,1543,1109,1048,1109,1048,1294,0
17956,50000,1,3,2,41,0,0,0,43383,43397,43395,1992,2251,1451,0
17957,50000,1,3,2,45,0,0,0,35962,34725,33219,1857,1851,1820,0
17958,300000,1,2,1,39,-1,-1,-2,29997,592,1049,598,1057,0,0
17959,130000,1,2,2,32,0,0,0,21395,31030,40523,10000,10000,15000,0
17960,80000,1,1,2,33,2,2,2,67206,65537,69361,0,5500,0,1
17961,120000,1,1,2,34,0,0,0,32773,28002,32493,1509,5000,7,0
17962,140000,1,1,2,32,0,0,0,130134,131475,137236,5000,8000,5485,1
17963,220000,1,1,2,48,0,0,0,113061,115294,117945,5600,6000,16000,0
17964,70000,1,2,2,32,0,0,0,71336,70393,131412,3609,2523,2441,1
17965,20000,1,3,2,45,0,0,0,18416,13656,9022,1303,1518,1000,0
17966,200000,1,1,1,49,1,-1,-1,0,492,0,492,0,489,0
17967,20000,1,2,1,31,1,2,2,6313,6559,7789,500,1500,1000,1
17968,510000,1,1,2,32,0,0,0,63573,62933,62320,2900,3000,2400,0
17969,450000,1,1,2,34,-1,2,-1,42713,6496,9341,0,9511,20,0
17970,50000,1,2,1,34,0,0,0,45459,45695,45866,2000,3000,2200,0
17971,120000,1,2,3,48,0,0,0,61673,60679,61943,2345,3419,5026,0
17972,50000,1,3,1,45,1,-2,-2,0,0,0,0,0,0,1
17973,280000,1,2,2,31,0,0,0,4821,3469,0,1017,0,0,0
17974,30000,1,1,2,33,4,3,2,22303,21657,21022,0,0,3000,1
17975,20000,1,2,1,35,1,2,0,5659,5422,6283,0,1107,1278,0
17976,80000,1,2,1,42,0,0,0,78216,62890,52973,2115,5004,1834,0
17977,120000,1,2,1,45,0,0,0,52574,47092,44208,2000,2000,1256,0
17978,370000,1,2,1,38,0,0,0,189567,183292,187344,8000,8000,9000,0
17979,50000,1,2,2,45,0,0,0,30359,28717,16177,2000,2000,2000,0
17980,20000,1,3,2,39,0,0,0,30892,16348,13593,5000,2015,3000,0
17981,160000,1,2,1,36,0,0,0,59675,61085,62503,3000,3000,3000,0
17982,170000,1,3,2,44,0,0,0,167077,170965,172541,12275,10000,8009,0
17983,100000,1,2,2,36,0,0,0,2069,3521,5399,1500,2000,0,0
17984,210000,1,1,1,42,-1,-1,-1,2827,3517,4412,3527,4425,2708,0
17985,100000,1,3,2,32,0,0,0,54483,45433,40870,2460,2220,1400,0
17986,230000,1,1,1,33,0,0,0,213859,218094,225070,9285,12000,9100,1
17987,240000,1,1,1,38,-1,3,2,6333,3360,1291,0,10,2740,0
17988,240000,1,3,2,36,0,0,0,135053,141213,116710,10000,10000,10000,0
17989,50000,1,2,3,48,2,2,2,42850,42850,45741,1000,3900,1000,1
17990,80000,1,2,1,46,0,0,0,79707,79876,79919,3542,3500,2500,0
17991,50000,1,3,2,41,0,0,0,94962,49032,50135,4200,2200,3300,0
17992,50000,1,2,1,36,0,0,0,43900,42499,17494,2268,1604,1288,0
17993,440000,1,1,2,37,0,0,0,186061,232558,312398,50000,100448,7015,0
17994,220000,1,3,2,42,0,0,0,26595,33330,36720,9000,5000,5000,0
17995,70000,1,1,2,30,0,0,0,16163,1050,0,1000,0,21280,0
17996,240000,1,1,2,32,-2,-2,-2,3162,3162,3124,3162,3124,3200,0
17997,360000,1,3,2,42,0,0,0,52460,40764,31185,3000,3000,5000,0
17998,360000,1,1,2,32,-2,-2,-2,8971,2284,21669,2303,21785,0,0
17999,80000,1,1,2,33,-2,-1,2,251594,264594,4374,13000,0,1200,0
18000,30000,1,2,2,36,1,2,2,13208,13692,14176,1000,1000,1000,1
18001,160000,1,2,2,37,1,2,2,99793,101325,98706,4300,0,4200,1
18002,150000,1,2,2,39,2,0,0,155896,159891,164830,5500,7103,3000,1
18003,100000,1,2,2,30,0,0,0,55776,44953,46922,3000,3000,3000,0
18004,70000,1,2,2,33,1,2,8,26181,37611,37026,12000,0,2500,0
18005,300000,1,2,2,35,0,0,0,242168,276536,206885,40006,26531,10017,0
18006,90000,1,2,1,39,2,2,2,26493,30034,29268,4000,0,3000,1
18007,800000,1,1,2,46,-2,-2,-2,6229,4636,3810,4644,3832,6219,0
18008,360000,1,2,2,40,-1,0,0,36560,34371,43052,11028,15044,10115,0
18009,90000,1,2,1,41,1,2,0,86699,84423,86173,0,4008,4100,1
18010,300000,1,3,2,43,0,0,0,303747,299685,279613,11500,14000,20000,1
18011,30000,1,3,1,46,1,2,0,19523,18917,20004,0,1700,1700,1
18012,50000,1,2,2,37,0,0,0,48566,48206,48659,2088,2120,1750,0
18013,110000,1,2,1,30,2,0,0,54404,57503,66128,4000,9600,0,1
18014,80000,1,1,2,37,0,0,0,155342,159672,163959,6000,6000,6000,0
18015,140000,1,2,1,31,0,0,2,134039,143937,143649,13650,4700,114,0
18016,50000,1,2,1,44,0,0,0,48659,34763,16158,1345,1197,1152,0
18017,20000,1,3,2,40,0,0,0,13195,14197,15657,1238,2959,580,0
18018,50000,1,3,2,46,0,0,0,48060,48923,48924,2326,2000,1235,0
18019,50000,1,1,2,34,1,-2,-2,0,0,0,0,0,0,0
18020,130000,1,2,1,48,3,2,2,120326,121877,118491,5000,0,15000,1
18021,90000,1,2,1,45,0,0,2,46608,49999,43996,4500,0,1750,0
18022,30000,1,3,1,44,-2,-2,-2,2180,0,0,0,0,0,0
18023,50000,1,2,1,49,0,0,0,33346,33536,34923,2000,3500,3000,1
18024,170000,1,1,1,39,-2,-2,-2,0,0,905,0,905,0,0
18025,290000,1,1,2,31,2,0,0,45021,44702,35181,2700,1707,1800,1
18026,20000,1,3,1,47,0,0,0,16013,14334,9086,1419,1270,1200,0
18027,180000,1,1,2,38,2,2,2,114091,124233,125768,12100,5000,4200,1
18028,360000,1,1,1,35,1,-2,-2,396,396,396,396,396,396,0
18029,20000,1,3,2,31,0,0,0,7222,13627,11974,10009,2004,5013,0
18030,140000,1,2,2,33,0,0,0,279184,259478,25020,7000,2000,2000,0
18031,90000,1,2,1,34,0,0,0,53105,54154,55683,2525,3000,2637,0
18032,120000,1,2,1,40,0,0,0,35671,37073,38472,2000,2000,2000,0
18033,160000,1,1,1,31,-1,-1,-1,24465,7747,17002,7751,17016,17185,0
18034,280000,1,2,1,32,2,2,2,204057,199262,211391,0,18000,8000,1
18035,500000,1,1,1,46,-1,-1,-1,991,4073,6738,4082,6738,2510,0
18036,100000,1,2,2,38,2,0,0,106989,98751,32099,3910,1733,1000,1
18037,160000,1,3,2,31,0,0,0,108963,105748,109050,4500,5000,5000,0
18038,20000,1,2,1,42,0,0,0,14124,15132,16483,1249,1600,2500,0
18039,400000,1,1,2,39,2,2,2,49354,50747,49666,2500,0,4500,0
18040,30000,1,2,1,45,2,4,4,28854,30467,29721,2372,0,0,0
18041,50000,1,3,1,47,-1,0,-1,2840,2522,5500,1000,5500,21709,0
18042,70000,1,2,2,40,1,2,0,79237,71627,73326,0,2986,20150,0
18043,110000,1,2,1,42,1,2,0,45461,44434,45395,0,1980,5987,0
18044,50000,1,2,2,44,0,0,0,50677,76727,78937,4000,4695,2300,0
18045,170000,1,2,1,40,-1,-1,-1,4599,3409,3790,3409,6530,2578,0
18046,30000,1,1,1,33,0,0,0,28700,28639,30171,1800,2300,1508,0
18047,50000,1,3,1,29,0,0,0,9527,9907,9660,2000,1092,880,0
18048,50000,1,2,2,30,-1,2,2,780,780,0,0,0,0,1
18049,90000,1,3,1,44,1,-2,-2,0,0,0,0,0,0,1
18050,110000,1,2,1,40,0,0,2,31042,33971,33143,3454,0,1568,0
18051,240000,1,2,2,46,0,0,0,47379,49274,51171,3000,3000,3000,0
18052,360000,1,3,1,42,-2,-2,-2,0,4435,0,4435,0,3666,0
18053,290000,1,2,2,45,0,0,0,212643,192933,174184,6755,6900,6733,0
18054,180000,1,1,1,39,-1,-1,-1,5086,5661,0,5668,0,0,0
18055,180000,1,2,1,43,0,0,0,158843,152507,143489,6029,7035,10007,0
18056,50000,1,2,2,43,0,0,0,47669,48102,45718,2000,1731,1955,0
18057,500000,1,1,2,47,-2,-2,-1,21376,20473,3581,20473,3587,18860,0
18058,50000,1,2,1,35,0,0,2,5219,7633,8562,2500,1200,0,1
18059,50000,1,3,1,37,5,4,3,54078,52946,51841,0,0,0,0
